(0, {'lat': 14.542877680425796, 'lon': 121.01054191589357})
(53, 54, {u'route_id': 9, u'road_path': [266741147, 266740522, 244002285], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(54, 55, {u'route_id': 9, u'road_path': [313870590, 303814814, 12072904, 225266417, 303814802, 313927343, 266741147], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(55, 56, {u'route_id': 9, u'road_path': [1165284169, 12072829, 12072904, 225266417, 303814802, 313927343, 266741147, 266740522, 225266123, 313870590], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(55, 85, {u'route_id': 8, u'road_path': [3775184582, 24080415, 225266312, 303814802, 313927343, 266741147, 266740522, 225266123, 313870590], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(56, 57, {u'route_id': 8, u'road_path': [1165284169], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(56, 86, {u'route_id': 9, u'road_path': [313926476, 313926603, 225266417, 303814802, 303814814, 1165284169], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(57, 58, {u'route_id': 9, u'road_path': [25248719, 1165284169], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(58, 59, {u'route_id': 9, u'road_path': [25248719], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(59, 74, {u'route_id': 7, u'road_path': [25248719], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(60, 61, {u'route_id': 6, u'road_path': [316168108, 243461261, 243461262, 243461323], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(61, 62, {u'route_id': 6, u'road_path': [27049508, 266739586, 266739585, 245094115, 313859125, 25215244, 358843086, 313860317, 316168106, 316168108], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(62, 63, {u'route_id': 6, u'road_path': [313868149, 313868252, 1008635551, 313868365, 2299216968, 27049507, 409098605, 27049508], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(63, 64, {u'route_id': 6, u'road_path': [242537452, 305121094, 21763902, 313868149], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(64, 65, {u'route_id': 6, u'road_path': [21763902, 313868149, 313868252, 243510163, 242537377, 242537452], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(65, 66, {u'route_id': 6, u'road_path': [303806885, 243203726, 21763902], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(66, 67, {u'route_id': 6, u'road_path': [2139634816, 12072892, 243796325, 303806885], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(67, 68, {u'route_id': 7, u'road_path': [228328352, 305572752, 244468262, 2139634861, 2139634816], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(68, 69, {u'route_id': 7, u'road_path': [243487388, 186678679, 243486885, 228328359, 244002285, 2692948817, 2139634814, 2139634859, 228328352], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(69, 70, {u'route_id': 7, u'road_path': [313927343, 266741147, 243486885, 228328359, 305572145, 243487388], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(70, 100, {u'route_id': 6, u'road_path': [313927343, 266741147, 266740522, 225266123, 313870590, 303814814, 12072904, 225266417, 3775184582, 354401889, 225266548], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(70, 71, {u'route_id': 7, u'road_path': [12072829, 12072904, 225266417, 303814802, 313927343], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(71, 72, {u'route_id': 7, u'road_path': [24077626, 24078211, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075, 313872467, 321326597, 313926476, 313926603, 570327367, 316969133, 12072829], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(72, 73, {u'route_id': 7, u'road_path': [25248719, 1165284169, 12072829, 12072904, 570327367, 316969133, 24077626], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(73, 74, {u'route_id': 7, u'road_path': [25248719], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(74, 104, {u'route_id': 0, u'road_path': [25248719, 1165284169, 12072829, 12072904, 225266417, 225319003, 225266649, 228304854, 225266618, 25033949, 369317951, 1249465747, 1249465742, 1340939744, 2139625333, 21675195, 24080569, 321328336, 12067372], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(75, 90, {u'route_id': 9, u'road_path': [316168104, 313860317, 358843086, 313858360, 313858359, 692738554, 692738587, 25215248, 245095026, 409098582, 25215256, 409098603, 409098589], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(75, 76, {u'route_id': 9, u'road_path': [299392114, 299392113, 299392112, 25215244, 358843086, 313860317, 3729175855, 427500435, 427500436, 3729175856, 316168104], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(76, 77, {u'route_id': 9, u'road_path': [27049508, 266739586, 266739585, 245094115, 299392113, 299392114], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(76, 199, {u'route_id': 5, u'road_path': [25584075, 21674223, 683048078, 333545395, 333545355, 3544237672, 79665100, 25584093, 25584096, 1008757064, 1008756951, 1008756984, 178165090, 27049507, 245093866, 409098602, 409098597, 266739588, 266739587, 299392114], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(77, 78, {u'route_id': 9, u'road_path': [242537377, 242537452, 305121094, 21763902, 313868149, 313868252, 1008635551, 313868365, 2299216968, 27049507, 409098605, 27049508], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(78, 79, {u'route_id': 9, u'road_path': [242537452, 242537983, 242537984, 242537377], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(79, 80, {u'route_id': 9, u'road_path': [345517954, 21763900, 305121094, 21763902, 313868149, 313868252, 243510163, 242537377, 242537452], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(80, 81, {u'route_id': 9, u'road_path': [345517953, 345517954], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(81, 82, {u'route_id': 9, u'road_path': [243971534, 243971535, 345517960, 345517953], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(81, 111, {u'route_id': 7, u'road_path': [242536679, 27049501, 1406177352, 1406177349, 242416546, 354320744, 345517953], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(82, 83, {u'route_id': 9, u'road_path': [228318380, 244468262, 243971534], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(83, 84, {u'route_id': 9, u'road_path': [243487358, 243486951, 228335613, 228318380], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(84, 99, {u'route_id': 4, u'road_path': [360289820, 225266582, 12072839, 360289808, 21630394, 243487358], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(84, 85, {u'route_id': 9, u'road_path': [3775184582, 354401889, 225266548, 21630394, 243487358], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(85, 86, {u'route_id': 8, u'road_path': [313926476, 313926603, 225266417, 3775184582], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(86, 87, {u'route_id': 9, u'road_path': [24077626, 24078211, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075, 313872467, 321326597, 313926476], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(87, 88, {u'route_id': 9, u'road_path': [24078211, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075, 313872467, 321326597, 313926476, 313926603, 570327367, 316969133, 24077626], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(88, 89, {u'route_id': 9, u'road_path': [24078211], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(89, 104, {u'route_id': 5, u'road_path': [24078211, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 1123423053, 1122949728, 1122949749, 313470254, 225198043, 225197616, 12067372], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(89, 194, {u'route_id': 9, u'road_path': [321628385, 313458169, 244892759, 246046849, 313458280, 918040132, 246043207, 1234308865, 313456858, 313873154, 313493538, 4247071075, 313872467, 321326597, 313926476, 313926603, 570327367, 316969133, 24077626, 24078211], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(90, 120, {u'route_id': 7, u'road_path': [316977112, 245094852, 409098586, 409098585, 409098584, 409098583, 245095567, 409098589], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(90, 105, {u'route_id': 6, u'road_path': [409098589, 245095567, 409098583, 409098584, 409098585], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(90, 91, {u'route_id': 9, u'road_path': [409098589, 409098587, 266739560, 266737132, 266739592], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(91, 92, {u'route_id': 9, u'road_path': [266739592, 245093967, 409098597, 409098602, 409098605], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(92, 93, {u'route_id': 9, u'road_path': [409098605, 27049508, 340223548, 313868149, 313868252, 243510163, 243510159], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(93, 94, {u'route_id': 9, u'road_path': [243510159, 243510158, 243490615, 242417418], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(94, 95, {u'route_id': 9, u'road_path': [242417418, 242417344, 243490032, 1406177349, 242416546], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(95, 96, {u'route_id': 9, u'road_path': [242416546, 354320744], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(96, 97, {u'route_id': 9, u'road_path': [354320744, 452416527, 242416551], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(96, 141, {u'route_id': 3, u'road_path': [296920025, 33441822, 21717771, 207011757, 1400646517, 12072844, 316974315, 1406177352, 1406177349, 242416546, 354320744], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(97, 98, {u'route_id': 9, u'road_path': [242416551, 242422233, 243204754, 243204561, 242536679, 27049501, 1406177355, 27049779, 27049644, 27049646, 303798657, 303798733], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(98, 99, {u'route_id': 9, u'road_path': [303798733, 303798657, 27049646, 12072839, 360289808, 360289820], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(99, 100, {u'route_id': 9, u'road_path': [360289820, 225266582, 225266618, 228304854, 225266649, 354401889, 225266548], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(100, 101, {u'route_id': 9, u'road_path': [225266548, 21630394, 24080415, 24078211, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075, 313872467, 321326597, 313926476], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(101, 146, {u'route_id': 6, u'road_path': [313926476, 313926603, 225319003, 225266649, 228304854, 225266618, 25033949, 369317951, 1249465747, 1249465742, 1340939744, 2139625333], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(101, 102, {u'route_id': 9, u'road_path': [313926476, 313926603, 225266417, 3775184582, 24080415, 24078211], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(102, 103, {u'route_id': 9, u'road_path': [24078211], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(103, 104, {u'route_id': 9, u'road_path': [24078211, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 1123423053, 1122949728, 1122949749, 313470254, 225198043, 225197616, 12067372], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(104, 119, {u'route_id': 9, u'road_path': [12067372, 321326597, 313926476, 313926603, 225266417, 3775184582, 24080415, 24078211, 313872471], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(105, 106, {u'route_id': 9, u'road_path': [245095187, 245095185, 245095184, 409098586, 409098585], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(105, 135, {u'route_id': 9, u'road_path': [409098585, 245094851, 245095410, 316977112, 266908457, 316977109], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(106, 107, {u'route_id': 9, u'road_path': [2299216968, 27049507, 245093866, 245093968, 245095187], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(107, 108, {u'route_id': 9, u'road_path': [33441286, 33441408, 21717785, 313868365, 2299216968], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(108, 109, {u'route_id': 9, u'road_path': [27049503, 360644050, 243490009, 33441286], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(109, 110, {u'route_id': 9, u'road_path': [242418058, 27049501, 1406177355, 371022096, 12072844, 225266054, 304180447, 27049502, 178171100, 27049503], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(110, 111, {u'route_id': 9, u'road_path': [242536679, 242422233, 243204754, 242420121, 242418058], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(111, 112, {u'route_id': 9, u'road_path': [242422233, 243204754, 243204561, 242536679], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(112, 113, {u'route_id': 9, u'road_path': [369317951, 1400859821, 43700344, 27049779, 243799252, 242416551, 242422233], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(113, 114, {u'route_id': 9, u'road_path': [228294650, 369317951], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(114, 115, {u'route_id': 9, u'road_path': [228304854, 225266618, 25033949, 369317951, 228294650], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(115, 116, {u'route_id': 9, u'road_path': [24080569, 321328336, 12067372, 321326597, 313926476, 313926603, 225319003, 225266649, 228304854], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(116, 117, {u'route_id': 9, u'road_path': [24080569], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(117, 118, {u'route_id': 9, u'road_path': [321328336, 321328585, 145194494, 2139625326, 145193352, 21675195, 24080569], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(118, 119, {u'route_id': 9, u'road_path': [313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313484951, 313470547, 313470521, 313469981, 313469366, 313470304, 313469454, 313468999, 313503181, 32544090, 32543969, 145194494, 2139625326, 145193352, 21675195, 24080569, 321328336], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(119, 149, {u'route_id': 5, u'road_path': [313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(120, 121, {u'route_id': 7, u'road_path': [245094856, 245094854, 245094853, 245094852, 316977112], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(120, 135, {u'route_id': 3, u'road_path': [316977109, 266908457, 316977112], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(121, 122, {u'route_id': 7, u'road_path': [12072872, 2299216968, 27049507, 245093866, 245093968, 245095187, 245094856], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(122, 123, {u'route_id': 7, u'road_path': [360644046, 360644050, 243490009, 33441286, 33441408, 21717785, 313868365, 12072872], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(123, 124, {u'route_id': 7, u'road_path': [27049502, 243799185, 178170784, 360644046], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(124, 125, {u'route_id': 7, u'road_path': [243490619, 243490620, 242417487, 27049502], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(125, 155, {u'route_id': 7, u'road_path': [178154454, 33441780, 33441824, 571372294, 3720709351, 178163400, 225266054, 304180447, 316974315, 1406177352, 243490617, 243490618, 243490619], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(125, 126, {u'route_id': 3, u'road_path': [243490619, 243490620, 242417487, 27049502, 304180447, 225266054, 178163400, 21717771, 207011757, 1400646517], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(126, 127, {u'route_id': 3, u'road_path': [1400646517, 1400646520, 319124549, 371022102], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(127, 128, {u'route_id': 3, u'road_path': [371022102, 371022105], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(128, 129, {u'route_id': 3, u'road_path': [371022105, 419488693, 371022063, 1249465747, 1249465742, 32546326], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(129, 130, {u'route_id': 3, u'road_path': [32546326], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(130, 131, {u'route_id': 3, u'road_path': [32546326, 1249465742, 1340939744], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(131, 132, {u'route_id': 3, u'road_path': [1340939744, 2139625333, 21675195, 24080569], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(132, 133, {u'route_id': 3, u'road_path': [24080569, 321328336, 321328585, 145194494], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(133, 134, {u'route_id': 3, u'road_path': [145194494, 2139625326, 145193352, 21675195, 24080569, 24080587, 313872522], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(134, 149, {u'route_id': 3, u'road_path': [313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(135, 136, {u'route_id': 9, u'road_path': [316977109, 266908457, 1008756984, 178165090, 21674123], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(135, 165, {u'route_id': 7, u'road_path': [25584094, 25584090, 25584093, 25584096, 1008757064, 1008756951, 1008756984, 266908457, 316977109], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(135, 150, {u'route_id': 6, u'road_path': [316977109, 1008756951, 21674126, 43711918, 25584096, 25584093, 313125333], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(136, 137, {u'route_id': 9, u'road_path': [21674123, 21674126, 43711918, 1008757064, 1008756951, 1008756984, 178165090, 12072872, 671106629], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(137, 138, {u'route_id': 9, u'road_path': [671106629, 2299216994, 283018825, 316971726, 21717790], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(138, 139, {u'route_id': 9, u'road_path': [21717790, 3719960025, 304180447, 27049502, 243799185, 178170784], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(139, 140, {u'route_id': 9, u'road_path': [178170784, 360644046, 360644050, 27049503, 178171100, 27049502, 304180447, 225266054, 178163400], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(140, 185, {u'route_id': 3, u'road_path': [683048080, 1819694442, 254034912, 25583953, 178154454, 33441780, 33441824, 571372294, 3720709351, 178163400], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(140, 141, {u'route_id': 9, u'road_path': [178163400, 21717771, 33441822, 296920025], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(141, 142, {u'route_id': 9, u'road_path': [296920025, 178153771, 178156901, 207011738, 207011682, 207011703, 178149530], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(142, 143, {u'route_id': 9, u'road_path': [178149530, 296920025, 33441822, 21717771, 21717775], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(143, 144, {u'route_id': 9, u'road_path': [21717775, 21717885, 243464340, 43698975, 371022063, 1249465747, 43698972, 421641950], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(144, 145, {u'route_id': 9, u'road_path': [421641950, 204287166, 2139625390, 4580633589, 4580633383, 2139625376, 204289214], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(145, 146, {u'route_id': 9, u'road_path': [204289214, 32546325, 1249465742, 1340939744, 2139625333], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(146, 147, {u'route_id': 9, u'road_path': [2139625333, 21675195, 24080569, 321328336, 321328585, 145194494, 2139625326], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(147, 192, {u'route_id': 6, u'road_path': [2139625326, 145193352, 145193360, 2139625523, 371020316, 32546720, 32546672, 3060414058, 254035433, 25583969, 254036695, 248037614, 248036574, 248036575, 248036127], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(147, 148, {u'route_id': 9, u'road_path': [2139625326, 2139625357, 21674120, 313455451, 321328585, 145194494], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(148, 149, {u'route_id': 9, u'road_path': [145194494, 2139625326, 145193352, 21675195, 24080569, 24080587, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 4247071075], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(149, 164, {u'route_id': 9, u'road_path': [4247071075, 313872467, 313872471, 313872522, 313474007, 313474131, 313474145, 447622182, 313494425, 313873040, 917972572, 917972828, 917972801, 32546366, 32546368, 246046849, 321626433, 321626437], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(150, 151, {u'route_id': 9, u'road_path': [25584096, 25584093, 313125333], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(150, 180, {u'route_id': 9, u'road_path': [313125333, 313125329, 79666793, 79667308, 25584094, 79667315, 79667316, 139070681], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(151, 152, {u'route_id': 9, u'road_path': [43712554, 43711918, 25584096], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(152, 153, {u'route_id': 9, u'road_path': [1441710034, 21717780, 283024482, 316970964, 1441710037, 43712554], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
(153, 154, {u'route_id': 9, u'road_path': [571372294, 571372290, 178159465, 571372288, 3719960035, 1441710034], u'lat_long_road_path': [[14.5428497, 121.0121369], [14.5428566, 121.0116683], [14.5427772, 121.0107841]]})
